"","seqid","score","%id"
"35981","seq_35982",-0.38427,0
"35982","seq_35983",-0.279326,0
"35983","seq_35984",-0.176142,0
"35984","seq_35985",-0.24355,0
"35985","seq_35986",-0.236428,0
"35986","seq_35987",-0.346742,0
"35987","seq_35988",-0.364286,40.4
"35988","seq_35989",-0.219392,0
"35989","seq_35990",-0.252816,0
"35990","seq_35991",-0.248322,0
"35991","seq_35992",-0.314991,0
"35992","seq_35993",-0.373397,0
"35993","seq_35994",-0.136952,68.4
"35994","seq_35995",-0.395472,0
"35995","seq_35996",-0.088948,90.9
"35996","seq_35997",-0.284216,50.8
"35997","seq_35998",-0.244121,94.6
"35998","seq_35999",-0.395807,35.2
"35999","seq_36000",-0.080959,0
"36000","seq_36001",-0.189738,0
"36001","seq_36002",-0.147387,0
"36002","seq_36003",-0.142792,0
"36003","seq_36004",-0.288063,59.7
"36004","seq_36005",-0.352415,40.3
"36005","seq_36006",-0.410024,0
"36006","seq_36007",-0.207812,0
"36007","seq_36008",-0.081835,80.6
"36008","seq_36009",-0.457585,95
"36009","seq_36010",-0.222609,0
"36010","seq_36011",-0.260788,62.4
"36011","seq_36012",-0.154312,0
"36012","seq_36013",-0.223421,48.8
"36013","seq_36014",-0.320141,0
"36014","seq_36015",-0.287156,0
"36015","seq_36016",-0.242846,0
"36016","seq_36017",-0.23629,0
"36017","seq_36018",-0.370417,97
"36018","seq_36019",-0.45683,0
"36019","seq_36020",-0.198296,0
"36020","seq_36021",-0.190425,0
"36021","seq_36022",-0.354588,0
"36022","seq_36023",-0.176655,52.8
"36023","seq_36024",-0.277159,43.2
"36024","seq_36025",-0.24521,39.8
"36025","seq_36026",-0.135786,0
"36026","seq_36027",-0.167619,56.4
"36027","seq_36028",-0.288994,0
"36028","seq_36029",-0.195825,83.9
"36029","seq_36030",-0.186286,0
"36030","seq_36031",-0.495095,0
"36031","seq_36032",-0.414426,0
"36032","seq_36033",-0.187109,0
"36033","seq_36034",-0.194313,75
"36034","seq_36035",-0.280913,64.2
"36035","seq_36036",-0.429215,79.6
"36036","seq_36037",-0.367125,99
"36037","seq_36038",-0.306133,0
"36038","seq_36039",-0.181104,0
"36039","seq_36040",-0.136196,73.3
"36040","seq_36041",-0.474626,98
"36041","seq_36042",-0.429281,43
"36042","seq_36043",-0.238433,0
"36043","seq_36044",-0.468779,0
"36044","seq_36045",-0.119966,0
"36045","seq_36046",-0.186233,66.7
"36046","seq_36047",-0.258368,76.8
"36047","seq_36048",-0.2071,0
"36048","seq_36049",-0.253642,49.2
"36049","seq_36050",-0.195437,0
"36050","seq_36051",-0.332509,47.9
"36051","seq_36052",-0.254582,0
"36052","seq_36053",-0.245586,0
"36053","seq_36054",-0.243005,0
"36054","seq_36055",-0.202418,78.4
"36055","seq_36056",-0.178734,77.3
"36056","seq_36057",-0.408264,63.3
"36057","seq_36058",-0.254811,0
"36058","seq_36059",-0.179016,0
"36059","seq_36060",-0.184981,0
"36060","seq_36061",-0.26623,60.5
"36061","seq_36062",-0.261277,0
"36062","seq_36063",-0.278903,93
"36063","seq_36064",-0.367844,76
"36064","seq_36065",-0.273748,100
"36065","seq_36066",-0.374291,59.6
"36066","seq_36067",-0.170601,0
"36067","seq_36068",-0.170808,73.2
"36068","seq_36069",-0.396728,65.3
"36069","seq_36070",-0.456367,0
"36070","seq_36071",-0.223703,66.7
"36071","seq_36072",-0.366583,0
"36072","seq_36073",-0.094047,75
"36073","seq_36074",-0.233236,0
"36074","seq_36075",-0.402062,65.5
"36075","seq_36076",-0.148188,0
"36076","seq_36077",-0.323172,0
"36077","seq_36078",-0.421208,98
"36078","seq_36079",-0.405137,0
"36079","seq_36080",-0.370774,97
"36080","seq_36081",-0.248097,0
"36081","seq_36082",-0.117534,73.8
"36082","seq_36083",-0.232231,70
"36083","seq_36084",-0.372344,52.4
"36084","seq_36085",-0.177347,0
"36085","seq_36086",-0.337402,46.8
"36086","seq_36087",-0.220391,0
"36087","seq_36088",-0.355319,0
"36088","seq_36089",-0.344641,62.1
"36089","seq_36090",-0.231418,0
"36090","seq_36091",-0.256652,0
"36091","seq_36092",-0.126964,0
"36092","seq_36093",-0.252174,0
"36093","seq_36094",-0.182203,50
"36094","seq_36095",-0.284872,0
"36095","seq_36096",-0.30059,49.4
"36096","seq_36097",-0.226232,0
"36097","seq_36098",-0.356349,0
"36098","seq_36099",-0.165551,74.5
"36099","seq_36100",-0.085593,0
"36100","seq_36101",-0.249752,54.7
"36101","seq_36102",-0.478039,97
"36102","seq_36103",-0.201424,68.8
"36103","seq_36104",-0.122849,0
"36104","seq_36105",-0.123876,0
"36105","seq_36106",-0.137511,70.7
"36106","seq_36107",-0.439848,0
"36107","seq_36108",-0.179703,0
"36108","seq_36109",-0.162247,0
"36109","seq_36110",-0.249216,0
"36110","seq_36111",-0.207463,78.8
"36111","seq_36112",-0.438046,0
"36112","seq_36113",-0.395576,0
"36113","seq_36114",-0.28888,0
"36114","seq_36115",-0.454252,96
"36115","seq_36116",-0.144758,90.3
"36116","seq_36117",-0.210357,0
"36117","seq_36118",-0.340007,0
"36118","seq_36119",-0.231505,0
"36119","seq_36120",-0.396692,57.4
"36120","seq_36121",-0.125629,64
"36121","seq_36122",-0.254742,0
"36122","seq_36123",-0.173701,100
"36123","seq_36124",-0.123585,65.6
"36124","seq_36125",-0.294817,0
"36125","seq_36126",-0.260909,58.1
"36126","seq_36127",-0.161654,0
"36127","seq_36128",-0.072325,0
"36128","seq_36129",-0.162867,0
"36129","seq_36130",-0.367863,0
"36130","seq_36131",-0.29013,65.6
"36131","seq_36132",-0.402584,0
"36132","seq_36133",-0.247646,59.3
"36133","seq_36134",-0.461836,100
"36134","seq_36135",-0.465089,96
"36135","seq_36136",-0.277746,0
"36136","seq_36137",-0.417768,0
"36137","seq_36138",-0.311103,51.2
"36138","seq_36139",-0.329673,65.5
"36139","seq_36140",-0.224205,0
"36140","seq_36141",-0.155813,0
"36141","seq_36142",-0.215524,0
"36142","seq_36143",-0.198117,71.9
"36143","seq_36144",-0.281504,0
"36144","seq_36145",-0.211176,0
"36145","seq_36146",-0.384419,99
"36146","seq_36147",-0.371733,0
"36147","seq_36148",-0.25485,77.1
"36148","seq_36149",-0.36373,82.8
"36149","seq_36150",-0.363043,0
"36150","seq_36151",-0.308105,0
"36151","seq_36152",-0.115283,0
"36152","seq_36153",-0.356152,45.9
"36153","seq_36154",-0.246763,0
"36154","seq_36156",-0.116707,0
"36155","seq_36157",-0.173866,60.9
"36156","seq_36158",-0.365366,96
"36157","seq_36159",-0.259225,58.7
"36158","seq_36160",-0.426497,81.6
"36159","seq_36161",-0.296627,0
"36160","seq_36162",-0.096327,0
"36161","seq_36163",-0.368992,0
"36162","seq_36164",-0.395448,0
"36163","seq_36165",-0.138666,81.7
"36164","seq_36166",-0.242611,0
"36165","seq_36167",-0.233872,41.9
"36166","seq_36168",-0.316545,0
"36167","seq_36169",-0.228362,0
"36168","seq_36170",-0.200218,70.7
"36169","seq_36171",-0.067113,0
"36170","seq_36172",-0.221166,67.5
"36171","seq_36173",-0.142722,0
"36172","seq_36174",-0.295231,50
"36173","seq_36175",-0.177426,0
"36174","seq_36176",-0.050459,0
"36175","seq_36177",-0.310097,0
"36176","seq_36178",-0.404047,34.1
"36177","seq_36179",-0.403289,0
"36178","seq_36180",-0.409975,67.6
"36179","seq_36181",-0.29586,0
"36180","seq_36182",-0.095293,0
"36181","seq_36183",-0.181298,0
"36182","seq_36184",-0.334661,0
"36183","seq_36185",-0.234593,0
"36184","seq_36186",-0.265009,44.3
"36185","seq_36187",-0.431411,96
"36186","seq_36188",-0.196895,0
"36187","seq_36189",-0.121533,0
"36188","seq_36190",-0.093419,0
"36189","seq_36191",-0.303947,0
"36190","seq_36192",-0.088371,0
"36191","seq_36193",-0.297188,0
"36192","seq_36194",-0.214498,56.9
"36193","seq_36195",-0.348455,0
"36194","seq_36196",-0.281011,0
"36195","seq_36197",-0.285096,0
"36196","seq_36198",-0.042458,64.9
"36197","seq_36199",-0.282681,0
"36198","seq_36200",-0.214696,0
"36199","seq_36201",-0.213352,0
"36200","seq_36202",-0.183004,79.8
"36201","seq_36203",-0.397012,0
"36202","seq_36204",-0.121801,0
"36203","seq_36205",-0.234798,0
"36204","seq_36206",-0.324845,0
"36205","seq_36207",-0.326018,0
"36206","seq_36208",-0.274395,39.8
"36207","seq_36209",-0.201984,0
"36208","seq_36210",-0.121055,0
"36209","seq_36211",-0.04115,0
"36210","seq_36212",-0.230437,0
"36211","seq_36213",-0.433081,92.9
"36212","seq_36214",-0.119995,76.9
"36213","seq_36215",-0.205769,0
"36214","seq_36216",-0.279257,64.6
"36215","seq_36217",-0.426159,0
"36216","seq_36218",-0.281073,0
"36217","seq_36219",-0.165809,90.8
"36218","seq_36220",-0.258458,74.2
"36219","seq_36221",-0.079095,95.5
"36220","seq_36222",-0.204206,61.6
"36221","seq_36223",-0.329675,0
"36222","seq_36224",-0.174887,0
"36223","seq_36225",-0.337728,0
"36224","seq_36226",-0.201168,94.4
"36225","seq_36227",-0.185488,0
"36226","seq_36228",-0.465629,0
"36227","seq_36229",-0.44984,96
"36228","seq_36230",-0.38242,0
"36229","seq_36231",-0.233519,0
"36230","seq_36232",-0.452207,98
"36231","seq_36233",-0.16776,52
"36232","seq_36234",-0.395992,0
"36233","seq_36235",-0.192986,0
"36234","seq_36236",-0.453053,0
"36235","seq_36237",-0.163024,0
"36236","seq_36238",-0.301684,0
"36237","seq_36239",-0.169414,0
"36238","seq_36240",-0.310458,45.2
"36239","seq_36241",-0.290569,0
"36240","seq_36242",-0.217103,0
"36241","seq_36243",-0.093326,0
"36242","seq_36244",-0.326084,0
"36243","seq_36245",-0.264418,0
"36244","seq_36246",-0.082712,98.6
"36245","seq_36247",-0.420046,50
"36246","seq_36248",-0.15679,89.1
"36247","seq_36249",-0.28865,0
"36248","seq_36250",-0.258388,0
"36249","seq_36251",-0.201847,87
"36250","seq_36252",-0.129679,0
"36251","seq_36253",-0.392854,0
"36252","seq_36254",-0.152486,0
"36253","seq_36255",-0.296046,0
"36254","seq_36256",-0.37654,0
"36255","seq_36257",-0.184297,0
"36256","seq_36258",-0.15007,91.8
"36257","seq_36259",-0.312877,71.3
"36258","seq_36260",-0.266185,0
"36259","seq_36261",-0.291415,0
"36260","seq_36262",-0.257018,0
"36261","seq_36263",-0.089289,0
"36262","seq_36264",-0.318356,0
"36263","seq_36265",-0.276699,73
"36264","seq_36266",-0.506071,0
"36265","seq_36267",-0.191087,53.2
"36266","seq_36268",-0.411346,0
"36267","seq_36269",-0.286987,0
"36268","seq_36270",-0.251853,0
"36269","seq_36271",-0.116707,0
"36270","seq_36272",-0.334634,0
"36271","seq_36273",-0.423403,0
"36272","seq_36274",-0.412436,65.6
"36273","seq_36275",-0.347106,0
"36274","seq_36276",-0.218257,70.1
"36275","seq_36277",-0.158667,89.3
"36276","seq_36278",-0.335977,0
"36277","seq_36279",-0.259692,0
"36278","seq_36280",-0.356871,0
"36279","seq_36281",-0.329455,0
"36280","seq_36282",-0.306192,0
"36281","seq_36283",-0.180564,0
"36282","seq_36284",-0.341273,0
"36283","seq_36285",-0.180664,75.9
"36284","seq_36286",-0.320587,0
"36285","seq_36287",-0.284197,0
"36286","seq_36288",-0.090655,0
"36287","seq_36289",-0.350438,0
"36288","seq_36290",-0.34256,0
"36289","seq_36291",-0.311919,63.8
"36290","seq_36292",-0.324001,0
"36291","seq_36293",-0.363124,0
"36292","seq_36294",-0.339683,0
"36293","seq_36295",-0.166907,93.7
"36294","seq_36296",-0.326884,33.3
"36295","seq_36297",-0.161252,97.8
"36296","seq_36298",-0.346457,0
"36297","seq_36299",-0.360797,0
"36298","seq_36300",-0.261541,87.8
"36299","seq_36301",-0.130928,100
"36300","seq_36302",-0.21604,0
"36301","seq_36303",-0.222236,74
"36302","seq_36304",-0.268687,36.8
"36303","seq_36305",-0.351859,35.2
"36304","seq_36306",-0.247114,44
"36305","seq_36307",-0.182839,0
"36306","seq_36308",-0.374711,50
"36307","seq_36309",-0.15883,81.2
"36308","seq_36310",-0.08662,71.8
"36309","seq_36311",-0.469248,97
"36310","seq_36312",-0.446291,99
"36311","seq_36313",-0.289233,0
"36312","seq_36314",-0.284957,0
"36313","seq_36315",-0.26526,0
"36314","seq_36316",-0.360426,0
"36315","seq_36317",-0.243223,0
"36316","seq_36318",-0.336387,0
"36317","seq_36319",-0.130685,74.7
"36318","seq_36320",-0.152984,0
"36319","seq_36321",-0.314698,0
"36320","seq_36322",-0.117669,77.6
"36321","seq_36323",-0.192173,0
"36322","seq_36324",-0.058584,0
"36323","seq_36325",-0.090607,0
"36324","seq_36326",-0.255439,0
"36325","seq_36327",-0.202991,0
"36326","seq_36328",-0.195159,77.3
"36327","seq_36329",-0.391746,0
"36328","seq_36330",-0.170014,0
"36329","seq_36331",-0.226339,0
"36330","seq_36332",-0.210092,0
"36331","seq_36333",-0.216836,0
"36332","seq_36334",-0.275123,40.6
"36333","seq_36335",-0.304649,44.4
"36334","seq_36336",-0.222314,0
"36335","seq_36337",-0.078182,0
"36336","seq_36338",-0.313394,69
"36337","seq_36339",-0.247759,51.5
"36338","seq_36340",-0.245964,0
"36339","seq_36341",-0.296401,38.8
"36340","seq_36342",-0.15508,88.4
"36341","seq_36343",-0.276521,0
"36342","seq_36344",-0.281503,0
"36343","seq_36345",-0.152705,0
"36344","seq_36346",-0.319408,0
"36345","seq_36347",-0.208019,68
"36346","seq_36348",-0.472314,97
"36347","seq_36349",-0.384264,94.8
"36348","seq_36350",-0.187814,64.4
"36349","seq_36351",-0.268739,0
"36350","seq_36352",-0.247641,0
"36351","seq_36353",-0.381198,64.2
"36352","seq_36354",-0.086532,64.9
"36353","seq_36355",-0.217482,68.4
"36354","seq_36356",-0.198943,0
"36355","seq_36357",-0.258208,0
"36356","seq_36358",-0.220494,0
"36357","seq_36359",-0.449774,100
"36358","seq_36360",-0.199455,60
"36359","seq_36361",-0.283735,0
"36360","seq_36362",-0.294673,0
"36361","seq_36363",-0.321862,0
"36362","seq_36364",-0.110629,0
"36363","seq_36365",-0.260187,0
"36364","seq_36366",-0.351148,0
"36365","seq_36367",-0.263884,74.4
"36366","seq_36368",-0.255072,80.4
"36367","seq_36369",-0.262434,0
"36368","seq_36370",-0.226134,63.9
"36369","seq_36371",-0.352497,43.8
"36370","seq_36372",-0.23878,48.8
"36371","seq_36373",-0.430193,0
"36372","seq_36374",-0.30603,0
"36373","seq_36375",-0.161274,0
"36374","seq_36376",-0.12275,0
"36375","seq_36377",-0.269753,0
"36376","seq_36378",-0.44166,88.1
"36377","seq_36379",-0.274339,0
"36378","seq_36380",-0.359882,58.3
"36379","seq_36381",-0.199765,0
"36380","seq_36382",-0.214749,61.7
"36381","seq_36383",-0.281032,0
"36382","seq_36384",-0.164107,0
"36383","seq_36385",-0.242935,0
"36384","seq_36386",-0.170162,0
"36385","seq_36387",-0.178024,57.3
"36386","seq_36388",-0.176463,0
"36387","seq_36389",-0.416907,88.8
"36388","seq_36390",-0.14769,77.3
"36389","seq_36391",-0.119087,0
"36390","seq_36392",-0.298018,0
"36391","seq_36393",-0.262239,56.7
"36392","seq_36394",-0.236209,0
"36393","seq_36395",-0.259603,0
"36394","seq_36396",-0.318708,0
"36395","seq_36397",-0.085246,0
"36396","seq_36398",-0.069937,0
"36397","seq_36399",-0.1289,0
"36398","seq_36400",-0.200112,54.1
"36399","seq_36401",-0.062987,0
"36400","seq_36402",-0.270015,0
"36401","seq_36403",-0.238137,48.9
"36402","seq_36404",-0.162278,0
"36403","seq_36405",-0.221512,0
"36404","seq_36406",-0.127382,0
"36405","seq_36407",-0.103606,43.2
"36406","seq_36408",-0.262041,0
"36407","seq_36409",-0.489275,92.4
"36408","seq_36410",-0.125898,100
"36409","seq_36411",-0.21598,0
"36410","seq_36412",-0.310368,0
"36411","seq_36413",-0.388026,0
"36412","seq_36414",-0.313315,0
"36413","seq_36415",-0.345311,0
"36414","seq_36416",-0.346988,0
"36415","seq_36417",-0.313988,0
"36416","seq_36418",-0.272882,0
"36417","seq_36419",-0.175432,0
"36418","seq_36420",-0.271379,0
"36419","seq_36421",-0.229276,0
"36420","seq_36422",-0.379345,51.1
"36421","seq_36423",-0.10706,0
"36422","seq_36424",-0.216449,0
"36423","seq_36425",-0.410011,94.9
"36424","seq_36426",-0.400114,0
"36425","seq_36427",-0.219751,0
"36426","seq_36428",-0.149027,0
"36427","seq_36429",-0.234728,38.5
"36428","seq_36430",-0.110795,0
"36429","seq_36431",-0.220262,0
"36430","seq_36432",-0.380113,97
"36431","seq_36433",-0.17905,51.9
"36432","seq_36434",-0.173134,71.4
"36433","seq_36435",-0.285309,100
"36434","seq_36436",-0.344242,0
"36435","seq_36437",-0.191841,0
"36436","seq_36438",-0.157146,0
"36437","seq_36439",-0.352556,0
"36438","seq_36440",-0.167885,0
"36439","seq_36441",-0.249466,52.3
"36440","seq_36442",-0.209084,76.4
"36441","seq_36443",-0.467764,93.9
"36442","seq_36444",-0.449774,100
"36443","seq_36445",-0.234213,0
"36444","seq_36446",-0.294779,66.3
"36445","seq_36447",-0.369284,0
"36446","seq_36448",-0.150644,0
"36447","seq_36449",-0.200088,52.5
"36448","seq_36450",-0.420341,0
"36449","seq_36451",-0.329788,96
"36450","seq_36452",-0.219472,61.4
"36451","seq_36453",-0.130244,78.3
"36452","seq_36454",-0.189484,0
"36453","seq_36455",-0.169822,0
"36454","seq_36456",-0.211474,52.9
"36455","seq_36457",-0.276998,0
"36456","seq_36458",-0.239843,0
"36457","seq_36459",-0.043475,0
"36458","seq_36460",-0.167879,82.1
"36459","seq_36461",-0.249502,0
"36460","seq_36462",-0.333166,79.7
"36461","seq_36463",-0.227109,70.3
"36462","seq_36464",-0.300199,0
"36463","seq_36465",-0.199367,0
"36464","seq_36466",-0.387674,0
"36465","seq_36467",-0.16504,77.1
"36466","seq_36468",-0.283913,0
"36467","seq_36469",-0.186746,0
"36468","seq_36470",-0.113387,94.9
"36469","seq_36471",-0.238209,39.6
"36470","seq_36472",-0.331019,0
"36471","seq_36473",-0.129569,82.3
"36472","seq_36474",-0.212221,53
"36473","seq_36475",-0.403014,83.3
"36474","seq_36476",-0.184809,0
"36475","seq_36477",-0.33316,0
"36476","seq_36478",-0.228817,0
"36477","seq_36479",-0.270408,0
"36478","seq_36480",-0.220631,0
"36479","seq_36481",-0.272898,74.6
"36480","seq_36482",-0.24528,0
"36481","seq_36483",-0.378108,0
"36482","seq_36484",-0.20513,74.5
"36483","seq_36485",-0.212182,70.4
"36484","seq_36486",-0.364154,0
"36485","seq_36487",-0.353629,0
"36486","seq_36488",-0.200913,0
"36487","seq_36489",-0.254499,53.3
"36488","seq_36490",-0.087621,0
"36489","seq_36491",-0.478039,97
"36490","seq_36492",-0.070488,0
"36491","seq_36493",-0.09216,0
"36492","seq_36494",-0.310719,0
"36493","seq_36495",-0.175494,94.7
"36494","seq_36496",-0.24245,0
"36495","seq_36497",-0.180729,64.4
"36496","seq_36498",-0.153453,68.9
"36497","seq_36499",-0.392124,93.6
"36498","seq_36500",-0.43939,0
"36499","seq_36501",-0.39445,0
"36500","seq_36502",-0.479306,96
"36501","seq_36503",-0.137511,73.5
"36502","seq_36504",-0.436021,97
"36503","seq_36505",-0.375312,0
"36504","seq_36506",-0.26492,0
"36505","seq_36507",-0.179288,38.8
"36506","seq_36508",-0.282675,0
"36507","seq_36509",-0.169857,78.4
"36508","seq_36510",-0.211775,0
"36509","seq_36511",-0.23312,0
"36510","seq_36512",-0.157471,0
"36511","seq_36513",-0.134804,73.1
"36512","seq_36514",-0.202965,72.5
"36513","seq_36515",-0.377851,0
"36514","seq_36516",-0.268939,0
"36515","seq_36517",-0.256568,0
"36516","seq_36518",-0.141024,75
"36517","seq_36519",-0.178992,80.9
"36518","seq_36520",-0.148604,72.4
"36519","seq_36521",-0.21577,99
"36520","seq_36522",-0.464092,32.5
"36521","seq_36523",-0.259558,0
"36522","seq_36524",-0.302003,0
"36523","seq_36525",-0.377141,94.9
"36524","seq_36526",-0.398932,73.7
"36525","seq_36527",-0.243774,0
"36526","seq_36528",-0.249124,51.6
"36527","seq_36529",-0.194599,54.9
"36528","seq_36530",-0.333308,40.4
"36529","seq_36531",-0.178156,50.6
"36530","seq_36532",-0.332704,0
"36531","seq_36533",-0.335443,0
"36532","seq_36534",-0.346467,43
"36533","seq_36535",-0.169382,0
"36534","seq_36536",-0.274982,0
"36535","seq_36537",-0.279017,0
"36536","seq_36538",-0.217668,65.1
"36537","seq_36539",-0.290832,0
"36538","seq_36540",-0.420457,94.9
"36539","seq_36541",-0.337023,0
"36540","seq_36542",-0.370581,0
"36541","seq_36543",-0.263727,0
"36542","seq_36544",-0.29415,0
"36543","seq_36545",-0.367396,73.9
"36544","seq_36546",-0.213851,67.3
"36545","seq_36547",-0.138637,0
"36546","seq_36548",-0.198802,0
"36547","seq_36549",-0.351338,0
"36548","seq_36550",-0.123188,0
"36549","seq_36551",-0.168311,0
"36550","seq_36552",-0.154556,0
"36551","seq_36553",-0.388614,73.8
"36552","seq_36554",-0.088321,0
"36553","seq_36555",-0.30741,48.1
"36554","seq_36556",-0.115381,0
"36555","seq_36557",-0.276314,0
"36556","seq_36558",-0.282439,54.4
"36557","seq_36559",-0.312131,0
"36558","seq_36560",-0.249063,41.2
"36559","seq_36561",-0.374825,0
"36560","seq_36562",-0.142704,0
"36561","seq_36563",-0.503019,98
"36562","seq_36564",-0.211409,41.7
"36563","seq_36565",-0.382735,0
"36564","seq_36566",-0.228164,0
"36565","seq_36567",-0.256647,0
"36566","seq_36568",-0.256052,0
"36567","seq_36569",-0.373135,0
"36568","seq_36570",-0.23584,0
"36569","seq_36571",-0.134118,50.6
"36570","seq_36572",-0.423362,97
"36571","seq_36573",-0.295938,0
"36572","seq_36574",-0.193632,0
"36573","seq_36575",-0.163123,0
"36574","seq_36576",-0.293971,0
"36575","seq_36577",-0.270227,44.6
"36576","seq_36578",-0.134617,0
"36577","seq_36579",-0.342534,0
"36578","seq_36580",-0.310541,93.9
"36579","seq_36581",-0.285316,0
"36580","seq_36582",-0.186793,0
"36581","seq_36583",-0.342746,0
"36582","seq_36584",-0.29787,41.9
"36583","seq_36585",-0.257889,0
"36584","seq_36586",-0.237962,0
"36585","seq_36587",-0.341824,0
"36586","seq_36588",-0.232038,0
"36587","seq_36589",-0.273153,53.1
"36588","seq_36590",-0.386046,0
"36589","seq_36591",-0.158493,61.5
"36590","seq_36592",-0.241764,70.9
"36591","seq_36593",-0.245209,0
"36592","seq_36594",-0.106171,81.8
"36593","seq_36595",-0.297714,0
"36594","seq_36596",-0.329826,0
"36595","seq_36597",-0.419332,0
"36596","seq_36598",-0.127084,0
"36597","seq_36599",-0.350716,95.5
"36598","seq_36600",-0.13055,0
"36599","seq_36601",-0.078942,0
"36600","seq_36602",-0.32362,0
"36601","seq_36603",-0.142502,0
"36602","seq_36604",-0.438078,97.9
"36603","seq_36605",-0.221599,0
"36604","seq_36606",-0.115098,0
"36605","seq_36607",-0.266803,0
"36606","seq_36608",-0.0427,0
"36607","seq_36609",-0.461919,0
"36608","seq_36610",-0.14998,70.6
"36609","seq_36611",-0.384074,0
"36610","seq_36612",-0.189981,54.2
"36611","seq_36613",-0.192183,0
"36612","seq_36614",-0.237731,0
"36613","seq_36615",-0.369436,0
"36614","seq_36616",-0.306125,0
"36615","seq_36617",-0.483092,0
"36616","seq_36618",-0.247216,0
"36617","seq_36619",-0.32356,0
"36618","seq_36620",-0.448832,0
"36619","seq_36621",-0.202252,0
"36620","seq_36622",-0.208819,0
"36621","seq_36623",-0.262766,0
"36622","seq_36624",-0.281945,0
"36623","seq_36625",-0.37892,0
"36624","seq_36626",-0.330195,0
"36625","seq_36627",-0.281283,0
"36626","seq_36628",-0.258209,0
"36627","seq_36629",-0.236855,0
"36628","seq_36630",-0.333897,0
"36629","seq_36631",-0.265681,0
"36630","seq_36632",-0.243511,0
"36631","seq_36633",-0.293602,0
"36632","seq_36634",-0.191701,82.1
"36633","seq_36635",-0.296067,0
"36634","seq_36636",-0.152113,0
"36635","seq_36637",-0.387493,97
"36636","seq_36638",-0.303795,0
"36637","seq_36639",-0.233226,0
"36638","seq_36640",-0.3286,0
"36639","seq_36641",-0.197838,49.5
"36640","seq_36642",-0.522547,99
"36641","seq_36643",-0.282298,0
"36642","seq_36644",-0.212615,0
"36643","seq_36645",-0.308024,38.3
"36644","seq_36646",-0.30268,0
"36645","seq_36647",-0.166895,0
"36646","seq_36648",-0.149445,0
"36647","seq_36649",-0.266792,0
"36648","seq_36650",-0.203915,0
"36649","seq_36651",-0.452526,99
"36650","seq_36652",-0.212396,0
"36651","seq_36653",-0.265193,0
"36652","seq_36654",-0.238447,0
"36653","seq_36655",-0.172661,0
"36654","seq_36656",-0.310186,0
"36655","seq_36657",-0.351065,0
"36656","seq_36658",-0.375633,0
"36657","seq_36659",-0.259625,0
"36658","seq_36660",-0.327421,65.7
"36659","seq_36661",-0.421398,97.9
"36660","seq_36662",-0.456935,0
"36661","seq_36663",-0.159974,0
"36662","seq_36664",-0.294178,37.5
"36663","seq_36665",-0.452466,0
"36664","seq_36666",-0.305385,0
"36665","seq_36667",-0.436687,96
"36666","seq_36668",-0.454289,0
"36667","seq_36669",-0.160478,63.3
"36668","seq_36670",-0.213696,0
"36669","seq_36671",-0.424713,0
"36670","seq_36672",-0.186634,78.7
"36671","seq_36673",-0.320321,0
"36672","seq_36674",-0.16056,53.5
"36673","seq_36675",-0.107907,60.2
"36674","seq_36676",-0.352787,0
"36675","seq_36677",-0.360968,0
"36676","seq_36678",-0.405691,98
"36677","seq_36679",-0.112536,0
"36678","seq_36680",-0.139931,91.4
"36679","seq_36681",-0.304181,0
"36680","seq_36682",-0.341387,0
"36681","seq_36683",-0.369862,0
"36682","seq_36684",-0.113931,0
"36683","seq_36685",-0.285779,0
"36684","seq_36686",-0.333202,0
"36685","seq_36687",-0.318204,0
"36686","seq_36688",-0.164341,0
"36687","seq_36689",-0.167659,84.5
"36688","seq_36690",-0.350603,0
"36689","seq_36691",-0.176068,0
"36690","seq_36692",-0.321384,61.8
"36691","seq_36693",-0.144567,67.8
"36692","seq_36694",-0.26292,0
"36693","seq_36695",-0.301232,0
"36694","seq_36696",-0.253669,43.1
"36695","seq_36697",-0.489835,0
"36696","seq_36698",-0.434229,36
"36697","seq_36699",-0.132036,0
"36698","seq_36700",-0.413,0
"36699","seq_36701",-0.421261,52.7
"36700","seq_36702",-0.131027,0
"36701","seq_36703",-0.203887,0
"36702","seq_36704",-0.172764,0
"36703","seq_36705",-0.226581,0
"36704","seq_36706",-0.454252,96
"36705","seq_36707",-0.216085,0
"36706","seq_36708",-0.519183,98
"36707","seq_36709",-0.332967,0
"36708","seq_36710",-0.162545,0
"36709","seq_36711",-0.271063,0
"36710","seq_36712",-0.2177,0
"36711","seq_36713",-0.183733,60.5
"36712","seq_36714",-0.187023,0
"36713","seq_36715",-0.175802,0
"36714","seq_36716",-0.220034,0
"36715","seq_36717",-0.327924,0
"36716","seq_36718",-0.277375,0
"36717","seq_36719",-0.288139,0
"36718","seq_36720",-0.326164,0
"36719","seq_36721",-0.381121,50
"36720","seq_36722",-0.135605,0
"36721","seq_36723",-0.081683,92.2
"36722","seq_36724",-0.089168,83.5
"36723","seq_36725",-0.127789,58.2
"36724","seq_36726",-0.184446,0
"36725","seq_36727",-0.142697,0
"36726","seq_36728",-0.275915,0
"36727","seq_36729",-0.168564,0
"36728","seq_36730",-0.201487,0
"36729","seq_36731",-0.124908,0
"36730","seq_36732",-0.443372,0
"36731","seq_36733",-0.203349,39.1
"36732","seq_36734",-0.12793,67.7
"36733","seq_36735",-0.271961,0
